THREADS	TIMERATIOMEAN	IDLE
1	0.983650802567271	1.6349197432729
2	0.899159307779772	10.0840692220228
4	0.771304448534291	22.8695551465709
8	0.724881283722346	27.5118716277654
12	0.599618959469512	40.0381040530488
24	0.548802226793976	45.1197773206024
36	0.435008829567091	56.4991170432909
48	0.323311139997485	67.6688860002515
