THREADS	MEAN	SPEEDUP
1	2.33336080419831	1
2	1.53139314239379	1.52368502875162
4	1.20223452979699	1.94085325813452
8	0.964945618412457	2.41812674172995
12	0.873242988809943	2.67206359982142
24	0.872001403779723	2.6758681741615
36	0.873758933413774	2.67048577698871
48	0.878645245404914	2.6556347017197
