COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,1,37,38,0,817.4832105263157,8.45221052631579,3247964160
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,2,1,59,36,17.231677966101692,8.519677966101694,3256418304
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,3,1,59,36,17.436457627118642,8.539457627118644,3261136896
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,4,1,59,36,17.18216949152542,8.517169491525424,3261661184
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,5,1,59,36,17.501677966101695,8.514677966101695,3262644224
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,44,distribute,6,1,59,36,17.20084745762712,8.514847457627118,3262054400
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,1,48,531,0,797.2268323917137,9.453832391713748,3285450752
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,2,1,462,47,19.812746753246756,9.281746753246754,3302227968
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,3,1,462,47,19.82828787878788,9.28028787878788,3312320512
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,4,1,462,47,19.779670995670998,9.321670995670996,3313631232
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,5,1,462,47,19.837670995670997,9.290670995670995,3315204096
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,44,distribute,6,1,462,47,19.8147316017316,9.285731601731602,3314483200
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,1,178,412,0,1040.1553422330096,9.577342233009707,3354329088
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,2,1,476,177,21.21736554621849,9.667365546218488,3375497216
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,3,1,476,177,21.537317226890757,9.713317226890755,3388145664
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,4,1,476,177,21.48268907563025,9.676689075630252,3385196544
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,5,1,476,177,21.311913865546217,9.568913865546218,3387883520
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,44,distribute,6,1,476,177,21.03643487394958,9.50443487394958,3390439424
