COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,1,16,31,0,1521.6943870967743,118.9843870967742,8443723776
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,2,16,31,0,1520.1670645161291,119.03306451612903,8447983616
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,3,16,31,0,1520.3392903225808,118.98729032258065,8471511040
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,4,16,31,0,1520.5625161290322,119.06251612903226,8471052288
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,5,16,31,0,1520.6518709677418,119.06587096774193,8469938176
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,12,distribute,6,16,31,0,1520.8020967741936,119.04309677419354,8477081600
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,1,27,878,0,2464.504021640091,130.24902164009112,8473477120
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,2,27,878,0,2463.9649954441916,130.33499544419135,8603566080
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,3,27,878,0,2465.4744874715266,130.3394874715262,8619425792
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,4,27,878,0,2464.5610660592256,130.38006605922553,8619950080
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,5,27,878,0,2465.276020501139,130.36102050113894,8620277760
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,12,distribute,6,27,878,0,2464.829332574032,130.3463325740319,8618573824
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,1,154,526,0,5422.133294676806,130.36429467680608,8727166976
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,2,5,572,149,628.1485909090909,130.5375909090909,8837070848
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,3,5,572,149,628.3520454545455,130.53104545454545,8954642432
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,4,5,572,149,627.5868986013986,130.43889860139862,8956149760
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,5,5,572,149,627.6443356643357,130.43533566433567,8958246912
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,12,distribute,6,5,572,149,627.5444597902098,130.4294597902098,8957329408
