COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,1,16,31,0,452.4543548387097,46.79435483870968,8255832064
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,2,16,31,0,449.13048387096774,46.77848387096774,8269398016
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,3,16,31,0,473.2316451612903,46.87064516129032,8291483648
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,4,16,31,0,447.3977419354839,47.08374193548387,8296464384
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,5,16,31,0,448.1591290322581,47.00812903225806,8297250816
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,small,48,distribute,6,16,31,0,449.62396774193553,46.92796774193548,8304459776
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,1,27,824,0,703.1021432038835,52.6511432038835,8310423552
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,2,27,824,0,705.1764793689321,52.195479368932034,8438284288
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,3,27,824,0,693.7371941747573,51.777194174757284,8438743040
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,4,27,824,0,696.269432038835,53.42043203883495,8445558784
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,5,27,824,0,695.992036407767,51.94003640776699,8447393792
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,medium,48,distribute,6,27,824,0,695.4356893203883,53.15568932038835,8448114688
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,1,154,637,0,5855.009047095762,51.48104709576139,8637710336
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,2,5,574,149,260.7566045296167,51.30060452961672,8768126976
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,3,5,574,149,223.46272996515677,51.31572996515679,8893235200
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,4,5,574,149,223.48155226480836,51.36755226480836,8892383232
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,5,5,574,149,224.10121951219514,51.40321951219512,8894939136
build-clang-blis,gemma-3-it-4B,Q4_K_M,static,large,48,distribute,6,5,574,149,227.82834843205575,54.07434843205575,8904376320
