COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,1,42,8,0,9086.746500000001,102.2625,24959123456
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,2,1,8,41,218.089625,101.305625,24962924544
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,3,1,8,41,217.473,101.251,24973344768
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,4,1,8,41,217.589625,101.373625,24973869056
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,5,1,8,41,217.73250000000002,101.3605,24977604608
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,small,24,distribute,6,1,8,41,217.69625,101.44125,24976621568
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,1,54,809,0,9442.49002224969,125.13502224969096,25009127424
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,2,1,712,53,243.36419241573034,124.21419241573034,25128271872
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,3,1,712,53,243.7906025280899,124.20460252808988,25245319168
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,4,1,712,53,243.0841643258427,124.1231643258427,25238437888
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,5,1,712,53,243.2191713483146,124.1931713483146,25239486464
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,medium,24,distribute,6,1,712,53,242.93348735955055,124.00448735955057,25242894336
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,1,178,470,0,12784.118727659574,124.43972765957446,25094848512
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,2,1,368,177,244.82533423913043,123.30933423913044,25172770816
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,3,1,368,177,244.81740217391305,123.29640217391305,25239945216
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,4,1,368,177,244.54259239130434,123.17359239130434,25246760960
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,5,1,368,177,244.5726358695652,123.17863586956521,25240862720
build-clang-blis,Meta-Llama-3.1-8B-Instruct,Q4_K_M,static,large,24,distribute,6,1,368,177,244.56152173913046,123.17852173913045,25248989184
