COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,1,37,38,0,253.82086842105264,12.75286842105263,2768896000
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,2,1,59,36,26.01101694915254,12.890016949152542,2764374016
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,3,1,59,36,26.017677966101694,12.893677966101695,2769485824
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,4,1,59,36,26.021593220338982,12.882593220338983,2768437248
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,5,1,59,36,25.996610169491525,12.880610169491526,2770337792
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,12,distribute,6,1,59,36,25.995067796610172,12.87806779661017,2771320832
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,1,48,449,0,258.22918040089087,14.62518040089087,2805268480
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,2,1,448,47,29.53977008928571,14.640770089285713,2812411904
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,3,1,448,47,29.58009151785714,14.643091517857142,2828075008
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,4,1,448,47,29.521645089285716,14.641645089285715,2828009472
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,5,1,448,47,29.566555803571426,14.642555803571428,2833383424
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,12,distribute,6,1,448,47,29.55771875,14.63971875,2830696448
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,1,178,518,0,738.3034420849422,15.665442084942084,2827091968
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,2,1,422,177,31.386383886255928,15.400383886255925,2843738112
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,3,1,422,177,31.312810426540285,15.401810426540285,2857107456
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,4,1,422,177,31.29399052132701,15.398990521327013,2854813696
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,5,1,422,177,31.327753554502372,15.400753554502371,2860122112
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,12,distribute,6,1,422,177,31.30094549763033,15.400945497630332,2863202304
