COMPILER,MODEL,QUANTIZATION,SEEDING,PROMPT,THREADS,NUMA,RUN,PROMPT_N,PREDICTED_N,CACHE_N,TTFT,TPOT,MEM
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,1,37,38,0,677.1473684210526,8.889368421052632,2829254656
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,2,1,59,36,18.141237288135592,8.989237288135593,2838626304
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,3,1,59,36,18.390661016949153,9.024661016949153,2847277056
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,4,1,59,36,18.261186440677967,9.012186440677967,2844786688
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,5,1,59,36,18.280694915254237,8.988694915254237,2845310976
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,small,36,distribute,6,1,59,36,18.17450847457627,9.01550847457627,2854092800
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,1,48,644,0,649.7575621118012,9.495562111801242,2889089024
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,2,1,508,47,19.937366141732284,9.397366141732284,2902851584
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,3,1,508,47,19.878909448818895,9.378909448818897,2916417536
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,4,1,508,47,19.888366141732284,9.383366141732283,2920611840
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,5,1,508,47,19.894767716535434,9.416767716535432,2926116864
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,medium,36,distribute,6,1,508,47,19.872523622047247,9.380523622047244,2928214016
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,1,178,503,0,892.918550695825,9.69655069582505,2900754432
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,2,1,408,177,21.214093137254903,9.628093137254902,2912485376
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,3,1,408,177,21.181105392156862,9.623105392156862,2929262592
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,4,1,408,177,21.14470098039216,9.628700980392157,2932736000
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,5,1,408,177,21.13362745098039,9.622627450980392,2935554048
build-clang-blis,SmolLM2-135M-Instruct,Q4_K_M,static,large,36,distribute,6,1,408,177,21.157713235294118,9.620713235294119,2937389056
